AID,SID,CID,Activity Outcome,Target Accession,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Assay Type,PubMed ID,RNAi,SMILES
1365575,404688816,145974613,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CCO)Cl)OC
1365575,404690154,145975496,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)COCC5=CC=CC=C5)Cl)OC
1365575,404673964,145964618,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CO)Cl)OC
1365575,404675685,145965741,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)COCC5=CC=CC=C5)Cl)OC
1365575,404692513,145977064,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N=C=S)Cl)OC
1365575,404694596,145978442,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)/C=C/CN(C)C)Cl)OC
1365575,104245790,44607530,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC
1365575,404672702,145963796,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365575,404674423,145964906,Unspecified,P00533,1956,,,Inhibition of recombinant human GST-tagged EGFR C797S L858R mutant cytoplasmic domain (695 to end residues) expressed in insect cells at 10 uM using tyr 04 measured after 1 hr by Z'-LYTE assay relative to control,Other,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CCO)Cl)OC
1365576,103244983,123631,Active,P00533,1956,0.0120000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
1365576,404673167,67128637,Active,P00533,1956,6.4900000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)N)Cl)OC
1365576,404675072,56965877,Active,P00533,1956,2.8200000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)C=C)Cl)OC
1365576,404675323,145965506,Active,P00533,1956,7.5900000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4[N+](=O)[O-])Cl)OC
1365576,404675685,145965741,Active,P00533,1956,2.7000000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)COCC5=CC=CC=C5)Cl)OC
1365576,404679724,145968450,Active,P00533,1956,1.5000000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CO)Cl)OC
1365576,404687109,145973468,Active,P00533,1956,0.3900000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)COCC5=CC=CC=C5)Cl)OC
1365576,404690194,145975528,Active,P00533,1956,0.2300000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N=[N+]=[N-])Cl)OC
1365576,404691423,145976336,Active,P00533,1956,1.4100000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365576,404694596,145978442,Active,P00533,1956,6.0700000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)/C=C/CN(C)C)Cl)OC
1365576,104245790,44607530,Active,P00533,1956,0.1100000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC
1365576,404674423,145964906,Active,P00533,1956,0.6500000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CCO)Cl)OC
1365576,404675473,145965608,Active,P00533,1956,1.0600000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CO)Cl)OC
1365576,404686165,145972834,Active,P00533,1956,1.8000000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N)Cl)OC
1365576,404687141,145973489,Active,P00533,1956,9.7600000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)N=[N+]=[N-])Cl)OC
1365576,312392588,118736544,Active,P00533,1956,3.2700000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
1365576,404672702,145963796,Active,P00533,1956,1.0900000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365576,404673964,145964618,Active,P00533,1956,0.2000000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CO)Cl)OC
1365576,404678715,145967774,Active,P00533,1956,1.9800000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365576,404679045,145967983,Active,P00533,1956,5.6100000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)N=C=S)Cl)OC
1365576,404687175,145973510,Active,P00533,1956,8.0700000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)/C=C/CN(C)C)Cl)OC
1365576,404688816,145974613,Active,P00533,1956,1.5900000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CCO)Cl)OC
1365576,404689544,145975100,Active,P00533,1956,9.0400000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)N=C=S)Cl)OC
1365576,404690994,145976050,Active,P00533,1956,3.0800000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CC(=O)NC1=CC=C(C=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
1365576,404692513,145977064,Active,P00533,1956,1.8200000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N=C=S)Cl)OC
1365576,404692798,145977261,Active,P00533,1956,5.0100000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)/C=C/CN(C)C)Cl)OC
1365576,404695127,67128667,Active,P00533,1956,8.8700000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)[N+](=O)[O-])Cl)OC
1365576,404675947,145965923,Active,P00533,1956,8.4200000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)C=C)Cl)OC
1365576,404684256,145971558,Active,P00533,1956,7.4300000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)N=[N+]=[N-])Cl)OC
1365576,404685776,145972585,Active,P00533,1956,4.2100000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CC(=O)NC1=CC=CC=C1OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
1365576,404686921,145973339,Active,P00533,1956,6.1200000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CCO)Cl)OC
1365576,404690154,145975496,Active,P00533,1956,2.5500000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)COCC5=CC=CC=C5)Cl)OC
1365576,404692372,145976972,Active,P00533,1956,9.3600000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)[N+](=O)[O-])Cl)OC
1365576,404693319,145977617,Active,P00533,1956,7.3700000000,IC50,Inhibition of EGFR E746_A750 deletion mutant in human PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)N)Cl)OC
1365577,404675685,145965741,Active,P00533,1956,0.9400000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)COCC5=CC=CC=C5)Cl)OC
1365577,404675947,145965923,Active,P00533,1956,9.0400000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)C=C)Cl)OC
1365577,404679724,145968450,Active,P00533,1956,1.2300000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CO)Cl)OC
1365577,404686921,145973339,Active,P00533,1956,3.2500000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CCO)Cl)OC
1365577,404687109,145973468,Active,P00533,1956,0.2600000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)COCC5=CC=CC=C5)Cl)OC
1365577,404687175,145973510,Active,P00533,1956,5.8000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)/C=C/CN(C)C)Cl)OC
1365577,404690194,145975528,Active,P00533,1956,0.5200000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N=[N+]=[N-])Cl)OC
1365577,404692372,145976972,Active,P00533,1956,9.9700000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)[N+](=O)[O-])Cl)OC
1365577,404692513,145977064,Active,P00533,1956,3.0700000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N=C=S)Cl)OC
1365577,404693319,145977617,Active,P00533,1956,7.3900000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)N)Cl)OC
1365577,404695127,67128667,Active,P00533,1956,5.7000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)[N+](=O)[O-])Cl)OC
1365577,404673167,67128637,Active,P00533,1956,3.1500000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)N)Cl)OC
1365577,404673964,145964618,Active,P00533,1956,0.1000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CO)Cl)OC
1365577,404678715,145967774,Active,P00533,1956,2.1400000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365577,404679045,145967983,Active,P00533,1956,4.7800000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)N=C=S)Cl)OC
1365577,404685776,145972585,Active,P00533,1956,5.6400000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CC(=O)NC1=CC=CC=C1OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
1365577,404687141,145973489,Unspecified,P00533,1956,15.1300000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)N=[N+]=[N-])Cl)OC
1365577,404694596,145978442,Active,P00533,1956,7.8000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)/C=C/CN(C)C)Cl)OC
1365577,312392588,118736544,Active,P00533,1956,6.1000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
1365577,404674423,145964906,Active,P00533,1956,1.0100000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4NC(=O)CCO)Cl)OC
1365577,404675072,56965877,Active,P00533,1956,6.5000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)C=C)Cl)OC
1365577,404686165,145972834,Active,P00533,1956,1.1600000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4N)Cl)OC
1365577,404688816,145974613,Active,P00533,1956,1.1800000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CCO)Cl)OC
1365577,404691423,145976336,Active,P00533,1956,2.0800000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365577,404692798,145977261,Active,P00533,1956,3.8000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)/C=C/CN(C)C)Cl)OC
1365577,103244983,123631,Active,P00533,1956,7.6800000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
1365577,104245790,44607530,Active,P00533,1956,8.6000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)C=C)Cl)OC
1365577,404672702,145963796,Active,P00533,1956,1.6700000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CCOCC5=CC=CC=C5)Cl)OC
1365577,404675323,145965506,Active,P00533,1956,9.3500000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC=C4[N+](=O)[O-])Cl)OC
1365577,404675473,145965608,Active,P00533,1956,0.8600000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)NC(=O)CO)Cl)OC
1365577,404684256,145971558,Active,P00533,1956,6.2200000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)N=[N+]=[N-])Cl)OC
1365577,404689544,145975100,Unspecified,P00533,1956,21.0000000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=C(C=C4)N=C=S)Cl)OC
1365577,404690154,145975496,Active,P00533,1956,1.0700000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)OC4=CC=CC(=C4)NC(=O)COCC5=CC=CC=C5)Cl)OC
1365577,404690994,145976050,Active,P00533,1956,3.6100000000,IC50,Inhibition of EGFR E746_A750 deletion/T790M mutant in human growth-resistant PC9 cells assessed as reduction in cell viability after 72 hrs by MTT assay,Confirmatory,28974338,,CC(=O)NC1=CC=C(C=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
